epoch,mean_loss,dc_loss,sa_loss,sdr_in_db,sdr_out_db,delta_sdr_db,is_best
43,0.026547,0.000000,0.026547,,,,0
44,0.026189,0.000000,0.026189,,,,0
45,0.025695,0.000000,0.025695,-0.013,6.202,6.215,1
46,0.024785,0.000000,0.024785,,,,0
47,0.024190,0.000000,0.024190,,,,0
48,0.023869,0.000000,0.023869,,,,0
49,0.023512,0.000000,0.023512,,,,0
50,0.022850,0.000000,0.022850,-0.013,6.149,6.162,0
51,0.022369,0.000000,0.022369,,,,0
52,0.022682,0.000000,0.022682,,,,0
53,0.022406,0.000000,0.022406,,,,0
54,0.022181,0.000000,0.022181,,,,0
55,0.021133,0.000000,0.021133,-0.013,5.928,5.941,0
56,0.020548,0.000000,0.020548,,,,0
57,0.020052,0.000000,0.020052,,,,0
58,0.019525,0.000000,0.019525,,,,0
59,0.019093,0.000000,0.019093,,,,0
60,0.018671,0.000000,0.018671,-0.013,6.167,6.180,0
61,0.018303,0.000000,0.018303,,,,0
62,0.018022,0.000000,0.018022,,,,0
63,0.018016,0.000000,0.018016,,,,0
64,0.017995,0.000000,0.017995,,,,0
65,0.017680,0.000000,0.017680,-0.013,6.338,6.352,1
66,0.017395,0.000000,0.017395,,,,0
67,0.017649,0.000000,0.017649,,,,0
68,0.017432,0.000000,0.017432,,,,0
69,0.017599,0.000000,0.017599,,,,0
70,0.017304,0.000000,0.017304,-0.013,6.312,6.326,0
71,0.016920,0.000000,0.016920,,,,0
72,0.016880,0.000000,0.016880,,,,0
73,0.016531,0.000000,0.016531,,,,0
74,0.016244,0.000000,0.016244,,,,0
75,0.016116,0.000000,0.016116,-0.013,6.329,6.342,0
76,0.016192,0.000000,0.016192,,,,0
77,0.015957,0.000000,0.015957,,,,0
78,0.015700,0.000000,0.015700,,,,0
79,0.015794,0.000000,0.015794,,,,0
80,0.015426,0.000000,0.015426,-0.013,6.349,6.362,1
81,0.015105,0.000000,0.015105,,,,0
82,0.014862,0.000000,0.014862,,,,0
83,0.014800,0.000000,0.014800,,,,0
84,0.014752,0.000000,0.014752,,,,0
85,0.014651,0.000000,0.014651,-0.013,6.413,6.426,1
86,0.014845,0.000000,0.014845,,,,0
87,0.014897,0.000000,0.014897,,,,0
88,0.014594,0.000000,0.014594,,,,0
89,0.014370,0.000000,0.014370,,,,0
90,0.014325,0.000000,0.014325,-0.013,6.710,6.723,1
91,0.014219,0.000000,0.014219,,,,0
92,0.013997,0.000000,0.013997,,,,0
93,0.013855,0.000000,0.013855,,,,0
94,0.013895,0.000000,0.013895,,,,0
95,0.013920,0.000000,0.013920,-0.013,6.369,6.382,0
96,0.013723,0.000000,0.013723,,,,0
97,0.013836,0.000000,0.013836,,,,0
98,0.013980,0.000000,0.013980,,,,0
99,0.013836,0.000000,0.013836,,,,0
100,0.013649,0.000000,0.013649,-0.013,6.026,6.039,0
101,0.013954,0.000000,0.013954,,,,0
102,0.013736,0.000000,0.013736,,,,0
103,0.013404,0.000000,0.013404,,,,0
104,0.013361,0.000000,0.013361,,,,0
105,0.013171,0.000000,0.013171,-0.013,6.696,6.709,0
106,0.013220,0.000000,0.013220,,,,0
107,0.013087,0.000000,0.013087,,,,0
108,0.012907,0.000000,0.012907,,,,0
109,0.012638,0.000000,0.012638,,,,0
110,0.012620,0.000000,0.012620,-0.013,6.289,6.303,0
111,0.013044,0.000000,0.013044,,,,0
112,0.012982,0.000000,0.012982,,,,0
113,0.012800,0.000000,0.012800,,,,0
114,0.012550,0.000000,0.012550,,,,0
115,0.012560,0.000000,0.012560,-0.013,6.693,6.706,0
116,0.012353,0.000000,0.012353,,,,0
117,0.012291,0.000000,0.012291,,,,0
118,0.012451,0.000000,0.012451,,,,0
119,0.012544,0.000000,0.012544,,,,0
120,0.012596,0.000000,0.012596,-0.013,6.504,6.517,0
121,0.012573,0.000000,0.012573,,,,0
122,0.012537,0.000000,0.012537,,,,0
123,0.012286,0.000000,0.012286,,,,0
124,0.012192,0.000000,0.012192,,,,0
125,0.012152,0.000000,0.012152,-0.013,6.716,6.729,1
126,0.011889,0.000000,0.011889,,,,0
127,0.011710,0.000000,0.011710,,,,0
128,0.011640,0.000000,0.011640,,,,0
129,0.011656,0.000000,0.011656,,,,0
130,0.011675,0.000000,0.011675,-0.013,6.302,6.315,0
131,0.011539,0.000000,0.011539,,,,0
132,0.011414,0.000000,0.011414,,,,0
133,0.011356,0.000000,0.011356,,,,0
134,0.011281,0.000000,0.011281,,,,0
135,0.011272,0.000000,0.011272,-0.013,6.700,6.713,0
136,0.011269,0.000000,0.011269,,,,0
137,0.011307,0.000000,0.011307,,,,0
138,0.011316,0.000000,0.011316,,,,0
139,0.011248,0.000000,0.011248,,,,0
140,0.011157,0.000000,0.011157,-0.013,6.097,6.110,0
141,0.011113,0.000000,0.011113,,,,0
142,0.011013,0.000000,0.011013,,,,0
143,0.011063,0.000000,0.011063,,,,0
144,0.011119,0.000000,0.011119,,,,0
145,0.011087,0.000000,0.011087,-0.013,6.395,6.408,0
146,0.011217,0.000000,0.011217,,,,0
147,0.011248,0.000000,0.011248,,,,0
148,0.011024,0.000000,0.011024,,,,0
149,0.010899,0.000000,0.010899,,,,0
150,0.010797,0.000000,0.010797,-0.013,6.335,6.348,0
151,0.010894,0.000000,0.010894,,,,0
152,0.010764,0.000000,0.010764,,,,0
153,0.010717,0.000000,0.010717,,,,0
154,0.010740,0.000000,0.010740,,,,0
155,0.010622,0.000000,0.010622,-0.013,6.408,6.421,0
156,0.010574,0.000000,0.010574,,,,0
157,0.010625,0.000000,0.010625,,,,0
158,0.010510,0.000000,0.010510,,,,0
159,0.010629,0.000000,0.010629,,,,0
160,0.010632,0.000000,0.010632,-0.013,5.847,5.860,0
161,0.010528,0.000000,0.010528,,,,0
162,0.010371,0.000000,0.010371,,,,0
163,0.010349,0.000000,0.010349,,,,0
164,0.010343,0.000000,0.010343,,,,0
165,0.010548,0.000000,0.010548,-0.013,6.164,6.177,0
166,0.010860,0.000000,0.010860,,,,0
167,0.012961,0.000000,0.012961,,,,0
168,0.155556,0.000000,0.155556,,,,0
169,0.163462,0.000000,0.163462,,,,0
170,0.124227,0.000000,0.124227,-0.013,2.773,2.786,0
171,0.100795,0.000000,0.100795,,,,0
172,0.088550,0.000000,0.088550,,,,0
173,0.084883,0.000000,0.084883,,,,0
174,0.069601,0.000000,0.069601,,,,0
175,0.058982,0.000000,0.058982,-0.013,5.260,5.273,0
176,0.051546,0.000000,0.051546,,,,0
177,0.047574,0.000000,0.047574,,,,0
178,0.043373,0.000000,0.043373,,,,0
179,0.039451,0.000000,0.039451,,,,0
180,0.036133,0.000000,0.036133,-0.013,5.872,5.885,0
181,0.034519,0.000000,0.034519,,,,0
182,0.032279,0.000000,0.032279,,,,0
183,0.030033,0.000000,0.030033,,,,0
184,0.028573,0.000000,0.028573,,,,0
185,0.027277,0.000000,0.027277,-0.013,6.357,6.370,0
186,0.026794,0.000000,0.026794,,,,0
187,0.025749,0.000000,0.025749,,,,0
188,0.024997,0.000000,0.024997,,,,0
189,0.023952,0.000000,0.023952,,,,0
190,0.023785,0.000000,0.023785,-0.013,6.337,6.350,0
191,0.023141,0.000000,0.023141,,,,0
192,0.022454,0.000000,0.022454,,,,0
193,0.021878,0.000000,0.021878,,,,0
194,0.021764,0.000000,0.021764,,,,0
195,0.022184,0.000000,0.022184,-0.013,6.468,6.481,0
196,0.021216,0.000000,0.021216,,,,0
197,0.020171,0.000000,0.020171,,,,0
198,0.019725,0.000000,0.019725,,,,0
199,0.019287,0.000000,0.019287,,,,0
200,0.018878,0.000000,0.018878,-0.013,6.324,6.337,0
