epoch,mean_loss,dc_loss,sa_loss,sdr_in_db,sdr_out_db,delta_sdr_db,is_best
71,0.032570,0.000000,0.032570,,,,0
72,0.032026,0.000000,0.032026,,,,0
73,0.031759,0.000000,0.031759,,,,0
74,0.031427,0.000000,0.031427,,,,0
75,0.030963,0.000000,0.030963,0.009,4.886,4.876,0
76,0.030643,0.000000,0.030643,,,,0
77,0.030755,0.000000,0.030755,,,,0
78,0.030862,0.000000,0.030862,,,,0
79,0.031193,0.000000,0.031193,,,,0
80,0.032076,0.000000,0.032076,0.009,4.906,4.897,0
81,0.031612,0.000000,0.031612,,,,0
82,0.030850,0.000000,0.030850,,,,0
83,0.030585,0.000000,0.030585,,,,0
84,0.030122,0.000000,0.030122,,,,0
85,0.029646,0.000000,0.029646,0.009,5.128,5.119,1
86,0.029610,0.000000,0.029610,,,,0
87,0.029574,0.000000,0.029574,,,,0
88,0.029236,0.000000,0.029236,,,,0
89,0.028869,0.000000,0.028869,,,,0
90,0.028804,0.000000,0.028804,0.009,4.925,4.916,0
91,0.028761,0.000000,0.028761,,,,0
92,0.028810,0.000000,0.028810,,,,0
93,0.028533,0.000000,0.028533,,,,0
94,0.028383,0.000000,0.028383,,,,0
95,0.028243,0.000000,0.028243,0.009,5.048,5.039,0
96,0.027983,0.000000,0.027983,,,,0
97,0.027908,0.000000,0.027908,,,,0
98,0.027771,0.000000,0.027771,,,,0
99,0.027616,0.000000,0.027616,,,,0
100,0.027339,0.000000,0.027339,0.009,5.237,5.228,1
101,0.027223,0.000000,0.027223,,,,0
102,0.027438,0.000000,0.027438,,,,0
103,0.027487,0.000000,0.027487,,,,0
104,0.027238,0.000000,0.027238,,,,0
105,0.027088,0.000000,0.027088,0.009,4.811,4.802,0
106,0.026936,0.000000,0.026936,,,,0
107,0.027477,0.000000,0.027477,,,,0
108,0.029071,0.000000,0.029071,,,,0
109,0.353080,0.000000,0.353080,,,,0
110,0.331148,0.000000,0.331148,0.009,1.639,1.630,0
111,0.325683,0.000000,0.325683,,,,0
112,0.219872,0.000000,0.219872,,,,0
113,0.173212,0.000000,0.173212,,,,0
114,0.190330,0.000000,0.190330,,,,0
115,0.135233,0.000000,0.135233,0.009,4.011,4.001,0
116,0.095156,0.000000,0.095156,,,,0
117,0.076590,0.000000,0.076590,,,,0
118,0.066605,0.000000,0.066605,,,,0
119,0.060041,0.000000,0.060041,,,,0
120,0.054780,0.000000,0.054780,0.009,4.568,4.559,0
121,0.051279,0.000000,0.051279,,,,0
122,0.048535,0.000000,0.048535,,,,0
123,0.046379,0.000000,0.046379,,,,0
124,0.044751,0.000000,0.044751,,,,0
125,0.043391,0.000000,0.043391,0.009,4.595,4.586,0
126,0.042186,0.000000,0.042186,,,,0
127,0.041040,0.000000,0.041040,,,,0
128,0.039915,0.000000,0.039915,,,,0
129,0.039293,0.000000,0.039293,,,,0
130,0.038340,0.000000,0.038340,0.009,4.718,4.709,0
131,0.037551,0.000000,0.037551,,,,0
132,0.037051,0.000000,0.037051,,,,0
133,0.036334,0.000000,0.036334,,,,0
134,0.035760,0.000000,0.035760,,,,0
135,0.035348,0.000000,0.035348,0.009,4.818,4.809,0
136,0.034950,0.000000,0.034950,,,,0
137,0.034319,0.000000,0.034319,,,,0
138,0.034001,0.000000,0.034001,,,,0
139,0.033701,0.000000,0.033701,,,,0
140,0.033185,0.000000,0.033185,0.009,4.786,4.776,0
141,0.032941,0.000000,0.032941,,,,0
142,0.032759,0.000000,0.032759,,,,0
143,0.032514,0.000000,0.032514,,,,0
144,0.032166,0.000000,0.032166,,,,0
145,0.031980,0.000000,0.031980,0.009,4.902,4.893,0
146,0.031926,0.000000,0.031926,,,,0
147,0.031452,0.000000,0.031452,,,,0
148,0.031121,0.000000,0.031121,,,,0
149,0.030869,0.000000,0.030869,,,,0
150,0.030797,0.000000,0.030797,0.009,4.775,4.766,0
151,0.030581,0.000000,0.030581,,,,0
152,0.030469,0.000000,0.030469,,,,0
153,0.030236,0.000000,0.030236,,,,0
154,0.030073,0.000000,0.030073,,,,0
155,0.029935,0.000000,0.029935,0.009,4.935,4.925,0
156,0.030044,0.000000,0.030044,,,,0
157,0.029747,0.000000,0.029747,,,,0
158,0.029468,0.000000,0.029468,,,,0
159,0.029429,0.000000,0.029429,,,,0
160,0.029217,0.000000,0.029217,0.009,5.072,5.063,0
161,0.028890,0.000000,0.028890,,,,0
162,0.028781,0.000000,0.028781,,,,0
163,0.028478,0.000000,0.028478,,,,0
164,0.028364,0.000000,0.028364,,,,0
165,0.028151,0.000000,0.028151,0.009,5.104,5.095,0
166,0.029356,0.000000,0.029356,,,,0
167,0.029718,0.000000,0.029718,,,,0
168,0.029324,0.000000,0.029324,,,,0
169,0.029038,0.000000,0.029038,,,,0
170,0.028861,0.000000,0.028861,0.009,5.196,5.186,0
171,0.028507,0.000000,0.028507,,,,0
172,0.027834,0.000000,0.027834,,,,0
173,0.027543,0.000000,0.027543,,,,0
174,0.027373,0.000000,0.027373,,,,0
175,0.027349,0.000000,0.027349,0.009,5.285,5.276,1
176,0.027015,0.000000,0.027015,,,,0
177,0.026788,0.000000,0.026788,,,,0
178,0.026581,0.000000,0.026581,,,,0
179,0.026547,0.000000,0.026547,,,,0
180,0.026543,0.000000,0.026543,0.009,5.224,5.214,0
181,0.026676,0.000000,0.026676,,,,0
182,0.026622,0.000000,0.026622,,,,0
183,0.026583,0.000000,0.026583,,,,0
184,0.026431,0.000000,0.026431,,,,0
185,0.026483,0.000000,0.026483,0.009,5.094,5.085,0
186,0.026460,0.000000,0.026460,,,,0
187,0.025985,0.000000,0.025985,,,,0
188,0.025877,0.000000,0.025877,,,,0
189,0.026001,0.000000,0.026001,,,,0
190,0.025902,0.000000,0.025902,0.009,5.116,5.107,0
191,0.025893,0.000000,0.025893,,,,0
192,0.025848,0.000000,0.025848,,,,0
193,0.026158,0.000000,0.026158,,,,0
194,0.026271,0.000000,0.026271,,,,0
195,0.026117,0.000000,0.026117,0.009,5.021,5.012,0
196,0.026038,0.000000,0.026038,,,,0
197,0.026041,0.000000,0.026041,,,,0
198,0.025832,0.000000,0.025832,,,,0
199,0.025698,0.000000,0.025698,,,,0
200,0.025447,0.000000,0.025447,0.009,5.068,5.059,0
