name,SDR_in,SDR_out,Delta_SDR
Easy selected,0.016666666666666666,12.987333333333334,12.970666666666668
Easy all,-0.0132,7.009659999999999,7.022920000000002
Hard selected,-0.8843333333333333,9.835,10.719333333333333
Hard all,-0.9327666666666666,1.6166333333333334,2.5494166666666667
